Time (sec),A/F Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.2.0-11034][USDM 2004 Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
302.784,14.47,-8.57,0.43,0.00,0.00,3,38.50,18.53,39.06,2566,0.00,5.00,-5.34,9,16.08,17.38,0
302.851,14.36,-8.60,0.43,0.00,0.00,6,38.50,18.13,39.06,2594,0.00,5.00,-5.34,9,17.65,17.69,0
302.936,14.36,-8.59,0.43,0.00,0.00,3,38.50,18.61,39.06,2574,0.00,5.00,-5.34,9,16.47,16.46,0
303.004,14.47,-8.59,0.43,0.00,0.00,3,38.50,18.78,39.06,2572,0.00,5.00,-5.34,9,16.47,16.35,0
303.077,14.59,-8.59,0.43,0.00,0.00,6,38.50,18.61,39.06,2572,0.00,5.00,-5.34,9,16.47,16.75,0
303.150,14.59,-8.59,0.43,0.00,0.00,6,38.50,18.29,39.06,2575,0.00,5.00,-5.34,9,17.65,17.15,0
303.221,14.59,-8.59,0.43,0.00,0.00,3,38.50,18.21,39.06,2585,0.00,5.00,-5.34,9,17.25,17.59,0
303.295,14.47,-8.57,0.43,0.00,0.00,3,38.50,18.53,39.06,2592,0.00,5.00,-5.34,9,17.65,16.35,0
303.363,14.59,-8.55,0.43,0.00,0.00,3,38.50,18.78,39.06,2575,0.00,5.00,-5.34,9,16.47,16.57,0
303.442,14.47,-8.57,0.43,0.00,0.00,6,38.50,18.53,39.06,2561,0.00,5.00,-5.34,9,16.47,15.72,0
303.514,14.36,-8.55,0.43,0.00,0.00,3,38.50,18.21,39.06,2563,0.00,5.00,-5.34,9,16.86,16.94,0
303.582,14.47,-8.55,0.43,0.00,0.00,3,38.50,18.70,39.06,2590,0.00,5.00,-5.34,9,17.65,17.48,0
303.668,14.47,-8.57,0.43,0.00,0.00,3,38.50,18.37,39.06,2630,0.00,5.00,-5.41,9,19.61,19.96,0
303.735,14.47,-8.64,0.42,0.00,0.00,6,38.50,18.21,39.06,2614,0.00,5.00,-5.34,9,18.04,16.89,0
303.813,14.24,-8.60,0.43,0.00,0.00,6,38.50,18.46,39.06,2581,0.00,5.00,-5.36,9,16.86,18.12,0
303.895,14.36,-8.57,0.43,0.00,0.00,3,38.50,18.45,39.06,2601,0.00,5.00,-5.38,9,18.04,18.62,0
303.952,14.47,-8.55,0.43,0.00,0.00,6,38.50,18.37,39.06,2606,0.00,5.00,-5.36,9,18.43,18.40,0
304.026,14.70,-8.60,0.42,0.00,0.00,3,38.50,18.29,39.06,2634,0.00,5.00,-5.43,9,18.43,20.10,0
304.103,14.47,-8.64,0.42,0.00,0.00,6,38.00,18.37,38.71,2588,0.00,5.00,-5.34,9,20.00,16.83,0
304.168,14.36,-8.57,0.43,0.00,0.00,3,38.50,18.70,39.06,2594,0.00,5.00,-5.34,9,17.65,17.69,0
304.242,14.59,-8.57,0.43,0.00,0.00,3,38.50,18.70,39.06,2613,0.00,5.00,-5.38,9,18.82,18.83,0
304.324,14.59,-8.55,0.43,0.00,0.00,6,38.50,18.86,39.06,2580,0.00,5.00,-5.34,9,16.86,16.05,0
304.392,14.59,-8.47,0.43,0.00,0.00,3,38.50,19.10,39.06,2633,0.00,5.00,-5.43,9,20.00,20.05,0
304.468,14.59,-8.47,0.44,0.00,0.00,3,38.50,19.27,39.06,2633,0.00,5.00,-5.38,9,20.00,18.79,0
304.542,14.47,-8.39,0.44,0.00,0.00,3,38.50,19.10,39.06,2612,0.00,5.00,-5.36,9,18.82,18.40,0
304.609,14.47,-8.39,0.44,0.00,0.00,3,38.50,19.51,39.06,2614,0.00,5.00,-5.38,9,18.43,18.89,0
304.690,14.36,-8.35,0.45,0.00,0.00,6,38.50,19.84,39.41,2603,0.00,5.00,-5.36,9,18.82,18.23,0
304.754,14.59,-8.33,0.45,0.00,0.00,3,39.00,19.67,39.41,2608,0.00,5.00,-5.38,10,18.43,18.56,0
304.833,14.47,-8.31,0.45,0.00,0.00,6,39.00,19.83,39.41,2630,0.00,5.00,-5.41,10,20.00,19.88,0
304.897,14.47,-8.31,0.45,0.00,0.00,3,39.00,19.51,39.41,2633,0.00,5.00,-5.43,10,20.00,20.05,0
304.969,14.24,-8.28,0.45,0.00,0.00,6,39.00,19.92,39.41,2631,0.00,5.00,-5.41,10,20.00,19.32,0
305.045,14.47,-8.28,0.45,0.00,0.00,3,39.00,19.99,39.41,2644,0.00,5.00,-5.39,10,19.22,19.11,0
305.118,14.59,-8.30,0.45,0.00,0.00,6,39.00,19.91,39.41,2618,0.00,5.00,-5.38,10,19.22,19.00,0
305.192,14.59,-8.26,0.46,0.00,0.00,6,39.00,20.16,39.41,2626,0.00,5.00,-5.41,10,18.82,19.61,0
305.272,14.47,-8.20,0.46,0.00,0.00,3,39.00,20.07,39.41,2611,0.00,4.95,-5.41,10,19.61,19.77,0
305.337,14.47,-8.22,0.46,0.00,0.00,3,39.00,19.92,39.41,2642,0.00,4.91,-5.45,10,19.61,20.61,0
305.422,14.47,-8.18,0.46,0.00,0.00,6,39.00,20.24,39.41,2638,0.00,4.86,-5.43,10,20.39,20.32,0
305.487,14.59,-8.14,0.46,0.00,0.00,6,39.00,20.40,39.41,2646,0.00,4.72,-5.45,10,20.78,20.83,0
305.564,14.59,-8.16,0.46,0.00,0.00,6,39.00,20.57,39.41,2648,0.00,4.86,-5.41,10,19.61,19.95,0
305.638,14.59,-8.18,0.46,0.00,0.00,3,39.00,20.24,39.41,2615,0.00,5.00,-5.45,10,18.82,20.61,0
305.703,14.47,-8.28,0.45,0.00,0.00,6,39.00,19.75,39.41,2642,0.00,4.91,-5.39,10,20.39,19.11,0
305.782,14.13,-8.22,0.46,0.00,0.00,3,39.00,19.99,39.41,2618,0.00,4.81,-5.45,10,19.22,20.95,0
305.854,14.24,-8.14,0.46,0.00,0.00,6,39.00,20.48,39.41,2665,0.00,4.58,-5.49,10,20.78,21.97,0
305.922,14.70,-8.16,0.46,0.00,0.00,6,39.00,20.57,39.41,2637,0.00,4.77,-5.43,10,21.96,20.28,0
306.007,14.70,-8.08,0.47,0.00,0.00,6,39.00,20.83,39.41,2660,0.00,4.58,-5.49,10,21.57,21.68,0
306.070,14.47,-8.12,0.47,0.00,0.00,3,39.00,20.49,39.41,2645,0.00,4.67,-5.45,10,20.78,20.77,0
306.139,14.36,-8.16,0.46,0.00,0.00,6,39.00,19.99,39.41,2612,0.00,4.95,-5.38,10,18.82,18.79,0
306.227,14.24,-8.10,0.47,0.00,0.00,3,39.00,20.92,39.41,2646,0.00,4.62,-5.45,10,20.78,20.22,0
306.286,14.47,-8.06,0.47,0.00,0.00,6,39.00,20.92,39.41,2636,0.00,4.62,-5.43,10,20.00,20.32,0
306.376,14.59,-8.08,0.47,0.00,0.00,6,39.00,20.74,39.41,2638,0.00,4.44,-5.53,10,20.39,22.88,0
306.432,14.59,-8.08,0.47,0.00,0.00,3,39.00,20.73,39.41,2661,0.00,4.44,-5.49,10,22.75,21.73,0
306.507,14.36,-8.06,0.47,0.00,0.00,6,39.00,20.49,39.41,2668,0.00,4.39,-5.51,10,21.57,22.13,0
306.583,14.59,-8.16,0.47,0.00,0.00,3,39.00,20.24,39.41,2664,0.00,4.67,-5.49,10,21.96,21.91,0
306.661,14.47,-8.14,0.46,0.00,0.00,6,39.00,20.57,39.41,2663,0.00,4.58,-5.49,10,21.96,21.85,0
306.737,14.47,-8.06,0.47,0.00,0.00,6,39.00,21.11,39.41,2676,0.00,4.44,-5.47,10,21.18,21.34,0
306.800,14.70,-8.02,0.47,0.00,0.00,3,39.00,21.20,39.41,2681,0.00,4.30,-5.49,10,21.96,21.11,0
306.877,14.70,-7.99,0.48,0.00,0.00,6,39.00,21.21,39.41,2651,0.00,4.39,-5.43,10,21.18,21.17,0
306.945,14.59,-7.99,0.48,0.00,0.00,6,39.00,21.11,39.41,2652,0.00,4.39,-5.43,10,21.18,21.00,0
307.024,14.36,-7.97,0.48,0.00,0.00,6,39.00,21.20,39.41,2649,0.00,4.39,-5.41,10,20.78,20.72,0
307.098,14.36,-7.97,0.48,0.00,0.00,6,39.00,21.20,39.41,2660,0.00,4.16,-5.51,10,20.78,22.82,0
307.172,14.47,-7.93,0.48,0.00,0.00,3,39.00,21.29,39.41,2656,0.00,4.21,-5.45,10,22.75,21.39,0
307.236,14.47,-7.91,0.48,0.00,0.00,3,39.00,21.28,39.77,2672,0.00,4.07,-5.49,10,22.35,22.41,0
307.321,14.47,-7.95,0.48,0.00,0.00,6,39.00,21.38,39.77,2672,0.00,4.16,-5.49,10,22.35,22.41,0
307.384,14.47,-7.95,0.48,0.00,0.00,6,39.00,21.47,39.77,2682,0.00,4.11,-5.51,10,23.14,22.99,0
307.459,14.47,-7.97,0.48,0.00,0.00,6,39.00,21.57,39.77,2685,0.00,4.11,-5.51,10,23.14,23.77,0
307.534,14.36,-7.97,0.48,0.00,0.00,6,39.00,21.38,39.77,2670,0.00,4.39,-5.45,10,20.78,21.39,0
307.607,14.36,-7.99,0.48,0.00,0.00,6,39.00,21.30,39.41,2656,0.00,4.44,-5.39,10,21.18,20.28,0
307.693,14.47,-7.99,0.48,0.00,0.00,6,39.00,21.11,39.41,2637,0.00,4.53,-5.45,10,20.39,21.79,0
307.756,14.47,-8.08,0.47,0.00,0.00,6,39.00,20.57,39.41,2656,0.00,4.53,-5.45,10,21.96,21.39,0
307.834,14.59,-8.10,0.47,0.00,0.00,6,39.00,20.82,39.41,2682,0.00,4.30,-5.59,10,21.18,24.09,0
307.902,14.47,-8.12,0.46,0.00,0.00,6,39.00,20.48,39.41,2666,0.00,4.44,-5.55,10,23.53,23.46,0
307.982,14.59,-8.14,0.46,0.00,0.00,6,39.00,20.48,39.41,2684,0.00,4.48,-5.55,10,23.14,23.11,0
308.049,14.59,-8.16,0.46,0.00,0.00,3,39.00,20.57,39.41,2674,0.00,4.53,-5.51,10,22.35,22.53,0
308.115,14.59,-8.10,0.47,0.00,0.00,6,39.00,20.92,39.41,2667,0.00,4.48,-5.51,10,21.96,22.17,0
308.188,14.59,-8.12,0.47,0.00,0.00,3,39.00,20.92,39.41,2685,0.00,4.39,-5.47,10,23.14,21.51,0
308.274,14.70,-8.08,0.47,0.00,0.00,6,39.00,20.66,39.41,2679,0.00,4.44,-5.55,10,21.57,23.52,0
308.341,14.59,-8.12,0.46,0.00,0.00,6,39.00,20.65,39.41,2682,0.00,4.53,-5.53,10,23.53,22.99,0
308.409,14.36,-8.16,0.46,0.00,0.00,3,39.00,22.80,39.41,2662,0.00,4.67,-5.49,10,23.14,21.79,0
308.486,14.24,-8.18,0.46,0.00,0.00,6,39.00,20.16,39.41,2682,0.00,4.67,-5.53,10,21.96,22.99,0
308.562,14.59,-8.24,0.45,0.00,0.00,3,39.00,19.83,39.41,2654,0.00,4.91,-5.47,10,21.18,21.34,0
308.637,14.59,-8.24,0.45,0.00,0.00,6,39.00,19.99,39.41,2671,0.00,4.81,-5.51,10,22.35,22.31,0
308.712,14.59,-8.30,0.45,0.00,0.00,6,39.00,20.07,39.41,2669,0.00,4.77,-5.57,10,23.53,23.75,0
308.777,14.47,-8.31,0.45,0.00,0.00,6,39.00,19.83,39.41,2681,0.00,4.81,-5.63,10,23.53,25.46,0
308.862,14.59,-8.41,0.44,0.00,0.00,3,39.00,19.34,39.06,2723,0.00,5.00,-5.57,10,25.49,23.75,0
308.920,14.24,-8.51,0.43,0.00,0.00,3,39.00,19.10,39.06,2695,0.00,5.00,-5.61,10,23.53,24.57,0
308.998,14.13,-8.60,0.42,0.00,0.00,3,38.50,18.94,39.06,2685,0.00,5.00,-5.55,9,24.71,23.17,0
309.065,14.59,-8.47,0.43,0.00,0.00,6,38.50,19.51,39.06,2690,0.00,5.00,-5.55,9,23.14,23.46,0
309.138,14.70,-8.45,0.44,0.00,0.00,6,39.00,19.59,39.41,2704,0.00,5.00,-5.59,10,23.53,24.33,0
309.217,14.93,-8.41,0.44,0.00,0.00,6,39.00,19.59,39.41,2724,0.00,5.00,-5.57,10,23.92,23.92,0
309.294,14.81,-8.39,0.44,0.00,0.00,3,39.00,19.67,39.41,2715,0.00,5.00,-5.57,10,23.92,23.92,0
309.358,14.70,-8.39,0.44,0.00,0.00,3,39.00,19.67,39.41,2707,0.00,5.00,-5.53,9,23.14,22.27,0
309.440,14.47,-8.43,0.43,0.00,0.00,3,39.00,19.67,39.41,2704,0.00,5.00,-5.57,9,24.31,23.58,0
309.510,14.47,-8.39,0.44,0.00,0.00,6,39.00,19.83,39.41,2692,0.00,5.00,-5.61,10,23.53,24.74,0
309.587,14.36,-8.39,0.44,0.00,0.00,6,39.00,19.75,39.41,2711,0.00,5.00,-5.55,10,24.71,23.40,0
309.663,14.24,-8.43,0.44,0.00,0.00,6,39.00,19.67,39.06,2658,0.00,5.00,-5.49,10,23.53,21.57,0
309.732,14.59,-8.35,0.44,0.00,0.00,6,39.00,19.92,39.41,2691,0.00,5.00,-5.55,10,21.57,23.52,0
309.805,14.59,-8.41,0.44,0.00,0.00,3,39.00,19.76,39.41,2668,0.00,5.00,-5.51,10,21.96,22.13,0
309.881,14.36,-8.45,0.44,0.00,0.00,6,39.00,19.51,39.41,2687,0.00,5.00,-5.57,10,23.92,24.04,0
309.947,14.13,-8.43,0.44,0.00,0.00,3,39.00,19.51,39.41,2684,0.00,5.00,-5.59,10,24.31,24.75,0
310.014,14.24,-8.47,0.44,0.00,0.00,6,39.00,19.51,39.41,2695,0.00,5.00,-5.61,10,23.53,24.57,0
310.102,14.47,-8.45,0.44,0.00,0.00,6,39.00,19.67,39.41,2708,0.00,5.00,-5.63,10,24.71,25.34,0
310.168,14.59,-8.49,0.43,0.00,0.00,6,39.00,19.27,39.06,2721,0.00,5.00,-5.59,10,25.49,24.45,0
310.249,14.47,-8.55,0.42,0.00,0.00,3,38.50,18.95,39.06,2715,0.00,5.00,-5.61,10,24.31,24.98,0
310.308,14.24,-8.59,0.42,0.00,0.00,6,38.50,18.95,39.06,2723,0.00,5.00,-5.63,10,25.10,25.46,0
310.385,14.59,-8.57,0.42,0.00,0.00,3,38.50,18.78,39.06,2696,0.00,5.00,-5.57,10,25.49,23.86,0
310.460,14.70,-8.57,0.42,0.00,0.00,6,38.50,19.27,39.41,2712,0.00,5.00,-5.61,10,24.71,24.80,0
310.527,14.70,-8.49,0.43,0.00,0.00,6,39.00,19.35,39.41,2720,0.00,5.00,-5.59,10,24.31,24.45,0
310.613,14.81,-8.35,0.44,0.00,0.00,3,38.50,19.91,39.41,2685,0.00,5.00,-5.49,10,21.57,21.27,0
310.676,14.81,-8.35,0.44,0.00,0.00,3,39.00,20.24,39.41,2704,0.00,4.91,-5.55,10,24.31,23.46,0
310.758,14.70,-8.30,0.45,0.00,0.00,3,39.00,19.92,39.41,2690,0.00,4.91,-5.53,10,23.53,22.65,0
310.821,14.59,-8.28,0.45,0.00,0.00,3,39.00,20.08,39.41,2676,0.00,4.77,-5.57,10,22.75,23.64,0
310.898,14.36,-8.30,0.45,0.00,0.00,6,39.00,20.24,39.41,2679,0.00,4.81,-5.53,10,23.53,22.82,0
310.974,14.36,-8.26,0.45,0.00,0.00,6,39.00,20.24,39.41,2693,0.00,4.77,-5.57,10,22.75,23.64,0
311.052,14.47,-8.28,0.45,0.00,0.00,3,39.00,20.24,39.41,2705,0.00,4.72,-5.59,10,24.31,24.39,0
311.116,14.36,-8.28,0.45,0.00,0.00,3,39.00,19.99,39.41,2685,0.00,4.81,-5.55,10,23.14,23.17,0
311.198,14.24,-8.28,0.45,0.00,0.00,6,39.00,20.32,39.41,2692,0.00,4.67,-5.61,10,24.71,24.74,0
311.263,14.36,-8.28,0.45,0.00,0.00,6,39.00,20.16,39.41,2691,0.00,4.67,-5.59,10,24.71,24.45,0
311.343,14.59,-8.37,0.45,0.00,0.00,6,39.00,20.00,39.41,2706,0.00,4.81,-5.63,10,24.31,25.40,0
311.407,14.59,-8.45,0.44,0.00,0.00,6,39.00,19.76,39.41,2722,0.00,5.00,-5.61,10,25.49,24.98,0
311.485,14.47,-8.41,0.44,0.00,0.00,3,39.00,20.00,39.41,2710,0.00,4.86,-5.61,10,25.10,24.68,0
311.560,14.01,-8.31,0.44,0.00,0.00,3,39.00,20.25,39.41,2717,0.00,4.72,-5.63,10,24.71,25.11,0
311.627,14.70,-8.30,0.45,0.00,0.00,3,39.00,20.32,39.41,2716,0.00,4.67,-5.61,10,25.10,25.05,0
311.706,14.81,-8.26,0.45,0.00,0.00,3,39.00,20.24,39.41,2702,0.00,4.67,-5.59,10,24.31,24.15,0
311.782,14.70,-8.20,0.45,0.00,0.00,6,39.00,20.16,39.41,2710,0.00,4.48,-5.61,10,24.71,24.68,0
311.850,14.70,-8.24,0.45,0.00,0.00,6,39.00,20.49,39.41,2710,0.00,4.67,-5.55,10,23.53,23.86,0
311.928,14.47,-8.28,0.45,0.00,0.00,3,39.00,20.00,39.41,2723,0.00,4.67,-5.57,10,23.92,23.81,0
312.003,14.24,-8.22,0.45,0.00,0.00,6,39.00,20.57,39.41,2696,0.00,4.58,-5.59,10,23.92,24.21,0
312.067,14.24,-8.24,0.45,0.00,0.00,3,39.00,20.58,39.41,2702,0.00,4.67,-5.59,10,24.31,24.09,0
312.145,14.47,-8.24,0.45,0.00,0.00,3,39.00,20.24,39.41,2693,0.00,4.72,-5.57,10,23.92,23.64,0
312.217,14.47,-8.28,0.45,0.00,0.00,6,39.00,20.07,39.41,2688,0.00,4.81,-5.55,10,23.53,23.34,0
312.284,14.36,-8.30,0.45,0.00,0.00,3,39.00,20.08,39.41,2704,0.00,4.77,-5.59,10,24.31,24.27,0
312.361,14.36,-8.28,0.45,0.00,0.00,6,39.00,20.16,39.41,2684,0.00,4.81,-5.55,10,23.14,23.11,0
312.435,14.59,-8.28,0.45,0.00,0.00,3,39.00,20.08,39.41,2700,0.00,4.77,-5.57,10,23.92,24.04,0
312.510,14.59,-8.22,0.45,0.00,0.00,3,39.00,20.57,39.41,2695,0.00,4.62,-5.57,10,23.53,23.98,0
312.584,14.59,-8.14,0.46,0.00,0.00,3,39.00,20.84,39.41,2684,0.00,4.53,-5.65,10,23.92,25.81,0
312.654,14.59,-8.12,0.46,0.00,0.00,6,39.00,20.66,39.41,2711,0.00,4.34,-5.61,10,25.88,24.86,0
312.722,14.59,-8.10,0.46,0.00,0.00,3,39.00,21.11,39.41,2722,0.00,4.21,-5.63,10,24.71,25.40,0
312.800,14.36,-8.10,0.46,0.00,0.00,3,39.00,21.20,39.41,2705,0.00,4.30,-5.59,10,25.49,24.39,0
312.874,14.47,-8.08,0.47,0.00,0.00,6,39.00,20.92,39.41,2720,0.00,4.16,-5.63,10,24.31,25.28,0
312.950,14.47,-8.12,0.46,0.00,0.00,3,39.00,20.74,39.41,2709,0.00,4.30,-5.61,10,24.71,24.62,0
313.014,14.36,-8.10,0.46,0.00,0.00,3,39.00,21.01,39.41,2713,0.00,4.25,-5.61,10,24.71,24.86,0
313.090,14.47,-8.06,0.47,0.00,0.00,6,39.00,21.02,39.41,2725,0.00,4.11,-5.65,10,25.49,25.04,0
313.168,14.47,-8.02,0.47,0.00,0.00,6,39.00,21.02,39.41,2700,0.00,4.30,-5.57,10,23.92,24.87,0
313.246,14.59,-8.04,0.47,0.00,0.00,3,39.00,21.11,39.41,2730,0.00,4.07,-5.65,10,25.88,25.75,0
313.314,14.47,-8.06,0.47,0.00,0.00,6,39.00,21.38,39.41,2728,0.00,4.30,-5.57,10,25.88,23.58,0
313.388,14.47,-8.10,0.47,0.00,0.00,3,39.00,20.65,39.41,2727,0.00,4.25,-5.59,10,23.53,24.21,0
313.454,14.36,-8.16,0.46,0.00,0.00,6,39.00,21.11,39.41,2700,0.00,4.34,-5.59,10,24.31,24.09,0
313.527,14.47,-8.08,0.47,0.00,0.00,3,39.00,21.20,39.41,2696,0.00,4.30,-5.57,10,23.92,23.81,0
313.613,14.59,-8.08,0.47,0.00,0.00,3,39.00,21.11,39.41,2715,0.00,4.21,-5.61,10,25.10,24.98,0
313.677,14.59,-8.06,0.47,0.00,0.00,6,39.00,21.11,39.41,2676,0.00,4.30,-5.53,10,22.75,22.59,0
313.753,14.47,-8.12,0.46,0.00,0.00,6,39.00,20.92,39.41,2725,0.00,4.11,-5.65,10,25.49,25.21,0
313.819,14.36,-8.18,0.46,0.00,0.00,3,39.00,20.74,39.41,2702,0.00,4.39,-5.59,10,24.31,24.33,0
313.897,14.24,-8.26,0.45,0.00,0.00,6,39.00,20.24,39.41,2704,0.00,4.62,-5.63,10,24.31,25.28,0
313.971,14.24,-8.28,0.45,0.00,0.00,3,39.00,20.07,39.41,2720,0.00,4.95,-5.51,10,25.10,22.31,0
314.048,14.36,-8.31,0.45,0.00,0.00,6,39.00,19.83,39.41,2715,0.00,4.81,-5.61,9,22.35,24.98,0
314.126,14.59,-8.37,0.44,0.00,0.00,3,39.00,19.67,39.41,2702,0.00,4.95,-5.59,9,25.10,24.15,0
314.184,14.59,-8.41,0.44,0.00,0.00,3,39.00,19.59,39.41,2702,0.00,5.00,-5.61,9,25.10,24.98,0
314.258,14.59,-8.39,0.44,0.00,0.00,3,39.00,19.67,39.41,2696,0.00,4.91,-5.63,9,25.10,25.11,0
314.340,14.59,-8.45,0.43,0.00,0.00,3,39.00,19.67,39.41,2700,0.00,5.00,-5.63,9,25.49,25.75,0
314.413,14.70,-8.45,0.43,0.00,0.00,3,39.00,19.43,39.41,2728,0.00,5.00,-5.63,9,25.88,25.52,0
314.486,14.47,-8.47,0.43,0.00,0.00,3,39.00,19.35,39.06,2724,0.00,5.00,-5.61,9,25.49,24.57,0
314.551,14.47,-8.47,0.43,0.00,0.00,3,39.00,19.35,39.41,2708,0.00,5.00,-5.63,9,24.71,25.22,0
314.637,14.59,-8.55,0.43,0.00,0.00,3,39.00,19.11,39.06,2702,0.00,5.00,-5.59,9,25.10,24.21,0
314.703,14.59,-8.55,0.42,0.00,0.00,6,38.50,18.94,39.06,2714,0.00,5.00,-5.61,9,24.31,24.92,0
314.779,14.59,-8.57,0.42,0.00,0.00,3,39.00,19.11,39.06,2722,0.00,5.00,-5.63,9,24.71,25.40,0
314.846,14.47,-8.59,0.42,0.00,0.00,6,38.50,18.95,39.06,2719,0.00,5.00,-5.63,9,25.10,25.22,0
314.932,14.36,-8.62,0.42,0.00,0.00,3,38.50,18.78,39.06,2718,0.00,5.00,-5.63,9,25.10,25.16,0
314.993,14.47,-8.64,0.42,0.00,0.00,3,38.50,18.62,39.06,2710,0.00,5.00,-5.57,9,23.92,23.75,0
315.070,14.47,-8.64,0.42,0.00,0.00,3,38.50,18.78,39.06,2719,0.00,5.00,-5.59,9,23.53,24.21,0
315.143,14.47,-8.66,0.41,0.00,0.00,6,38.50,18.62,39.06,2702,0.00,5.00,-5.55,9,24.31,23.17,0
315.216,14.47,-8.68,0.41,0.00,0.00,3,38.50,18.61,39.06,2685,0.00,5.00,-5.57,9,23.14,23.58,0
315.292,14.47,-8.70,0.41,0.00,0.00,3,38.50,18.46,39.06,2700,0.00,5.00,-5.59,9,23.53,24.09,0
315.369,14.59,-8.66,0.41,0.00,0.00,3,38.50,18.46,39.06,2687,0.00,5.00,-5.55,9,23.92,23.29,0
315.426,14.59,-8.68,0.41,0.00,0.00,6,38.50,18.61,39.06,2682,0.00,5.00,-5.53,9,23.14,22.99,0
315.514,14.59,-8.68,0.41,0.00,0.00,3,38.50,18.53,39.06,2695,0.00,5.00,-5.57,9,23.53,23.75,0
315.575,14.59,-8.66,0.41,0.00,0.00,3,38.50,18.70,39.06,2695,0.00,5.00,-5.57,9,23.53,23.75,0
315.648,14.59,-8.64,0.41,0.00,0.00,3,38.50,18.53,39.06,2685,0.00,5.00,-5.59,9,24.31,24.33,0
315.723,14.47,-8.66,0.41,0.00,0.00,3,38.50,18.62,39.06,2693,0.00,5.00,-5.61,9,24.31,24.80,0
315.807,14.47,-8.68,0.41,0.00,0.00,6,38.50,18.62,39.06,2712,0.00,5.00,-5.57,9,24.71,23.70,0
315.874,14.47,-8.68,0.41,0.00,0.00,3,38.50,18.45,39.06,2711,0.00,5.00,-5.61,9,23.53,24.74,0
315.955,14.47,-8.72,0.41,0.00,0.00,3,38.50,18.13,39.06,2696,0.00,5.00,-5.57,9,24.71,23.86,0
316.011,14.36,-8.74,0.41,0.00,0.00,6,38.50,18.46,39.06,2704,0.00,5.00,-5.59,9,23.92,24.27,0
316.092,14.36,-8.72,0.41,0.00,0.00,6,38.50,18.53,39.06,2698,0.00,5.00,-5.57,9,23.92,23.92,0
316.164,14.59,-8.68,0.41,0.00,0.00,6,38.50,18.53,39.06,2709,0.00,5.00,-5.61,9,24.71,24.62,0
316.239,14.59,-8.70,0.41,0.00,0.00,3,38.50,18.62,39.06,2711,0.00,5.00,-5.57,9,23.53,23.41,0
316.305,14.59,-8.68,0.41,0.00,0.00,3,38.50,18.46,39.06,2672,0.00,5.00,-5.55,9,22.35,23.17,0
316.393,14.47,-8.66,0.41,0.00,0.00,3,38.50,18.29,39.06,2685,0.00,5.00,-5.51,9,23.14,22.53,0
316.456,14.47,-8.66,0.41,0.00,0.00,3,38.50,18.46,39.06,2674,0.00,5.00,-5.53,9,22.35,22.88,0
316.538,14.47,-8.68,0.41,0.00,0.00,3,38.50,18.78,39.06,2671,0.00,5.00,-5.51,9,22.75,22.31,0
316.605,14.59,-8.66,0.42,0.00,0.00,3,38.50,18.61,39.06,2672,0.00,5.00,-5.51,9,22.35,22.41,0
316.674,14.59,-8.66,0.42,0.00,0.00,3,38.50,18.62,39.06,2684,0.00,5.00,-5.55,9,22.35,23.11,0
316.753,14.36,-8.66,0.42,0.00,0.00,3,38.50,18.37,39.06,2674,0.00,5.00,-5.57,9,23.53,23.64,0
316.817,14.47,-8.64,0.41,0.00,0.00,6,38.50,18.37,39.06,2690,0.00,5.00,-5.55,9,23.53,23.46,0
316.894,14.47,-8.66,0.41,0.00,0.00,3,38.50,18.53,39.06,2693,0.00,5.00,-5.57,9,23.53,23.52,0
316.964,14.59,-8.66,0.41,0.00,0.00,6,38.50,18.37,39.06,2691,0.00,5.00,-5.55,9,23.53,23.17,0
317.043,14.59,-8.68,0.41,0.00,0.00,3,38.50,18.29,39.06,2685,0.00,5.00,-5.55,9,23.14,23.40,0
317.109,14.59,-8.74,0.41,0.00,0.00,3,38.50,18.29,39.06,2689,0.00,5.00,-5.57,9,23.53,23.81,0
317.186,14.47,-8.74,0.41,0.00,0.00,6,38.50,17.98,39.06,2679,0.00,5.00,-5.47,9,23.92,21.45,0
317.258,14.36,-8.78,0.40,0.00,0.00,3,38.50,17.70,39.06,2669,0.00,5.00,-5.51,9,21.57,22.19,0
317.332,14.36,-8.88,0.40,0.00,0.00,3,38.50,17.50,39.06,2671,0.00,5.00,-5.51,9,22.35,22.31,0
317.407,14.24,-8.91,0.40,0.00,0.00,3,38.50,17.71,38.71,2669,0.00,5.00,-5.51,9,22.35,22.19,0
317.480,14.36,-8.88,0.40,0.00,0.00,3,38.00,17.71,39.06,2658,0.00,5.00,-5.49,8,21.57,21.57,0
317.548,14.47,-8.93,0.39,0.00,0.00,6,38.00,17.43,38.71,2661,0.00,5.00,-5.49,7,21.57,21.17,0
317.636,14.59,-9.17,0.38,0.00,0.00,6,38.50,16.53,38.71,2666,0.00,5.00,-5.53,6,23.14,22.88,0
