Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Boost (PSI),Calculated Load (g/rev),Coolant Temp (° F),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),TGV Map Ratio (mult),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-14227][2017 USDM WRX STI COBB Custom Features][Reflash: Stage1 93 v342 Boost Select.ptm - Realtime: Stage1 93 v342 Boost Select.ptm]
422.597,0.78,-3.91,14.47,7.8,-7.92,0.54,183,1.000,0.00,0.00,46.50,5.60,64,22.98,2.06,2173,2.99,0.000,-5.10,12,0.00,0
422.708,1.56,-3.91,14.59,7.8,-7.62,0.57,183,1.000,0.00,0.00,46.00,6.08,64,21.06,2.08,2194,2.66,0.000,-5.10,12,0.00,0
422.812,2.34,-3.91,14.81,7.8,-7.42,0.58,183,1.000,0.00,0.00,45.50,6.10,64,20.89,2.08,2200,2.51,0.000,-5.12,12,0.00,0
422.918,3.12,-3.91,14.70,7.8,-7.35,0.59,183,1.000,0.00,0.00,45.50,6.54,64,21.21,2.08,2206,2.48,0.000,-5.10,12,0.00,0
423.022,2.34,-3.91,14.47,7.8,-7.34,0.60,183,1.000,0.00,0.00,45.50,6.57,64,21.45,2.08,2216,2.47,0.000,-5.12,12,0.00,0
423.136,1.56,-3.91,14.36,7.8,-7.35,0.60,183,1.000,0.00,0.00,45.50,6.58,64,21.62,2.08,2220,2.45,0.000,-5.12,13,0.00,0
423.236,0.78,-3.91,14.24,8.2,-7.35,0.60,183,1.000,0.00,0.00,45.50,6.61,64,22.68,2.12,2229,2.45,0.000,-5.12,13,0.00,0
423.340,0.78,-3.91,14.36,8.2,-7.17,0.62,183,1.000,0.00,0.00,45.00,6.63,64,23.29,2.14,2235,2.20,0.000,-5.14,13,0.00,0
423.456,0.78,-3.91,14.59,8.2,-7.05,0.64,183,1.000,0.00,0.00,45.00,6.66,64,23.11,2.12,2244,2.12,0.000,-5.14,13,0.00,0
423.555,0.78,-3.91,14.47,8.2,-7.06,0.64,183,1.000,0.00,0.00,45.00,6.67,64,20.54,2.12,2249,2.14,0.000,-5.14,13,0.00,0
423.667,-0.78,-3.91,14.13,8.6,-7.10,0.65,183,1.000,0.00,0.00,45.00,6.70,64,24.16,2.16,2259,2.09,0.000,-5.14,13,0.00,0
423.768,-1.56,-3.91,14.24,8.6,-6.89,0.67,183,1.000,0.00,0.00,44.50,6.72,64,25.22,2.18,2264,1.78,0.000,-5.16,14,0.00,0
423.879,-1.56,-3.91,14.47,8.6,-6.66,0.70,183,1.000,0.00,0.00,44.00,7.21,64,27.95,2.20,2270,1.69,0.000,-5.16,14,0.00,0
423.990,-0.78,-3.91,14.47,8.6,-6.57,0.71,183,1.000,0.00,0.00,43.00,7.24,64,27.95,2.18,2276,1.59,0.000,-5.16,14,0.00,0
424.094,-2.34,-3.91,14.24,8.6,-6.54,0.72,183,1.000,0.00,0.00,43.00,7.26,64,25.03,2.18,2282,1.61,0.000,-5.18,14,0.00,0
424.198,-3.12,-3.91,14.24,8.6,-6.61,0.71,183,1.000,0.00,0.00,44.00,7.28,64,24.06,2.16,2291,1.70,0.000,-5.18,13,0.00,0
424.308,-3.91,-3.91,14.13,8.6,-6.73,0.70,183,1.000,0.00,0.00,44.50,7.31,64,23.27,2.14,2299,1.81,0.000,-5.20,13,0.00,0
424.407,-3.91,-3.91,14.36,8.6,-6.76,0.69,183,1.000,0.00,0.00,44.50,6.84,64,24.60,2.18,2305,1.82,0.000,-5.20,14,0.00,0
424.521,-3.91,-3.91,14.59,8.6,-6.78,0.69,183,1.000,0.00,0.00,44.50,7.39,64,24.42,2.18,2310,1.83,0.000,-5.20,14,0.00,0
424.626,-3.91,-3.91,14.59,8.6,-6.76,0.70,183,1.000,0.00,0.00,44.50,7.42,64,24.77,2.18,2318,1.81,0.000,-5.22,14,0.00,0
424.729,-3.91,-3.91,14.59,8.6,-6.76,0.70,183,1.000,0.00,0.00,44.00,7.43,64,25.04,2.18,2309,1.79,0.000,-5.24,14,0.00,0
424.843,-3.91,-3.91,14.47,8.6,-6.78,0.71,183,1.000,0.00,0.00,44.00,7.46,64,24.95,2.18,2318,1.78,0.000,-5.24,14,0.00,0
424.944,-4.69,-3.91,14.36,8.2,-6.77,0.71,183,1.000,0.00,0.00,44.50,7.44,64,25.04,2.18,2324,1.76,0.000,-5.22,13,0.00,0
425.048,-4.69,-3.91,14.36,7.8,-6.96,0.68,183,1.000,0.00,0.00,45.50,6.96,64,22.32,2.10,2348,2.18,0.000,-5.24,13,0.00,0
425.155,-6.25,-3.91,14.24,7.8,-7.28,0.65,183,1.000,0.00,0.00,46.00,6.47,64,21.93,2.10,2352,2.32,0.000,-5.26,13,0.00,0
425.267,-6.25,-3.91,14.24,7.5,-7.42,0.63,183,1.000,0.00,0.00,46.00,6.53,64,22.68,2.10,2356,2.39,0.000,-5.26,13,0.00,0
425.370,-5.47,-3.91,14.59,7.5,-7.43,0.64,183,1.000,0.00,0.00,46.00,6.55,64,22.51,2.10,2349,2.46,0.000,-5.28,12,0.00,0
425.475,-5.47,-3.91,14.70,6.7,-7.52,0.63,183,1.000,0.00,0.00,46.50,6.57,64,18.71,1.98,2353,2.53,0.000,-5.28,10,0.00,0
425.589,-6.25,-3.91,14.36,5.1,-8.30,0.53,183,1.000,0.00,0.00,48.00,5.03,64,14.88,1.86,2358,3.59,0.000,-5.26,9,0.00,0
425.692,-7.03,-3.91,14.13,3.9,-9.04,0.44,183,1.000,0.00,0.00,49.50,5.04,64,13.95,1.82,2380,4.25,0.000,-5.28,9,0.00,0
425.797,-7.03,-4.69,14.36,3.1,-9.45,0.39,183,1.000,0.00,0.00,48.50,4.58,64,13.47,1.80,2383,4.46,0.000,-5.28,8,0.00,0
425.906,-7.81,-4.69,14.24,2.7,-9.73,0.36,183,1.000,0.00,0.00,46.50,4.07,64,12.54,1.78,2368,4.77,0.000,-5.30,8,0.00,0
426.006,-7.81,-4.69,14.36,2.7,-9.93,0.34,183,1.000,0.00,0.00,44.50,4.05,64,11.99,1.76,2374,5.01,0.000,-5.30,8,0.00,0
426.121,-7.03,-4.69,14.59,3.1,-10.06,0.33,183,1.000,0.00,0.00,43.50,4.05,64,11.88,1.74,2392,5.04,0.000,-5.28,8,0.00,0
426.225,-6.25,-4.69,14.81,2.7,-10.08,0.32,183,1.000,0.00,0.00,42.50,4.06,64,11.76,1.74,2396,5.06,0.000,-5.30,8,0.00,0
426.327,-5.47,-5.47,14.93,3.1,-10.11,0.32,183,1.000,0.00,0.00,43.00,4.09,64,11.94,1.76,2384,5.06,0.000,-5.30,8,0.00,0
426.434,-3.12,-5.47,15.16,3.5,-10.10,0.32,183,1.000,0.00,0.00,43.50,4.10,64,12.42,1.78,2390,5.04,0.000,-5.30,8,0.00,0
426.544,-1.56,-5.47,15.16,3.5,-10.08,0.33,183,1.000,0.00,0.00,44.50,4.08,64,12.90,1.78,2405,5.03,0.000,-5.30,8,0.00,0
426.645,-0.78,-5.47,15.04,3.5,-10.04,0.34,183,1.000,0.00,0.00,45.00,4.60,64,13.01,1.80,2414,4.96,0.000,-5.30,9,0.00,0
426.755,-0.78,-5.47,14.81,3.9,-9.96,0.35,183,1.000,0.00,0.00,46.00,4.64,64,13.59,1.80,2397,4.92,0.000,-5.30,9,0.00,0
426.858,-0.78,-7.81,14.59,3.9,-9.93,0.36,183,1.000,0.00,0.00,46.00,4.62,64,13.30,1.80,2404,4.86,0.000,-5.30,9,0.00,0
426.967,-0.78,-7.81,14.59,4.3,-9.89,0.36,183,1.000,0.00,0.00,46.50,4.62,64,14.11,1.82,2422,4.84,0.000,-5.30,9,0.00,0
427.071,-0.78,-7.81,14.59,3.9,-9.84,0.37,183,1.000,0.00,0.00,46.50,4.66,64,13.51,1.80,2428,4.80,0.000,-5.30,9,0.00,0
427.178,0.00,-7.81,14.70,3.1,-9.84,0.36,183,1.000,0.00,0.00,46.00,4.66,64,13.51,1.80,2411,4.83,0.000,-5.28,8,0.00,0
427.294,0.00,-7.81,14.70,2.4,-9.91,0.35,183,1.000,0.00,0.00,45.00,4.65,64,15.19,1.78,2436,5.00,0.000,-5.28,8,0.00,0
427.395,0.00,-7.81,14.59,0.0,-10.07,0.33,183,1.000,0.00,0.00,42.50,4.15,64,11.00,1.72,2433,5.09,0.000,-5.26,6,0.00,0
427.505,0.00,-7.81,14.47,0.4,-10.51,0.29,183,1.000,0.00,0.00,37.50,3.63,64,8.76,1.62,2415,5.56,0.000,-5.28,6,0.00,0
427.606,-0.78,-7.81,14.24,0.4,-10.61,0.24,183,1.000,0.00,0.00,33.50,3.59,64,8.14,1.60,2406,5.60,0.000,-5.30,5,0.00,0
427.710,-3.91,-7.81,13.78,0.0,-10.67,0.22,183,1.000,0.00,0.00,32.50,3.61,64,7.76,1.58,2444,5.64,0.000,-5.28,5,0.00,0
427.821,-7.03,-7.81,13.32,0.0,-10.77,0.21,183,1.000,0.00,0.00,31.00,3.12,64,7.51,1.56,2417,5.75,0.000,-5.24,5,0.00,0
427.925,-7.81,-7.81,13.32,0.0,-10.83,0.20,183,1.000,0.00,0.00,29.50,3.12,64,7.55,1.56,2440,5.89,0.000,-5.28,5,0.00,0
428.035,-8.59,-7.81,13.78,0.0,-10.91,0.20,183,1.000,0.00,0.00,28.50,3.10,64,7.55,1.56,2448,5.85,0.000,-5.26,5,0.00,0
428.138,-8.59,-7.81,14.13,0.0,-10.92,0.20,183,1.000,0.00,0.00,27.00,3.12,64,7.72,1.58,2413,5.89,0.000,-5.24,5,0.00,0
428.242,0.00,-7.81,14.47,0.0,-10.92,0.20,183,1.000,0.00,0.00,25.50,0.00,64,7.72,1.58,2429,5.88,0.000,-5.26,5,0.00,0
428.354,0.00,-7.81,15.16,0.0,-10.88,0.20,183,1.000,0.00,0.00,24.00,0.00,64,7.80,1.58,2464,5.83,0.000,-5.26,5,0.00,0
428.466,0.00,-7.81,15.85,0.0,-10.85,0.20,183,1.000,0.00,0.00,24.00,0.00,64,7.63,1.56,2446,5.82,0.000,-5.26,5,0.00,0
428.568,0.00,-7.81,15.73,0.0,-10.79,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.63,1.58,2437,5.81,0.000,-5.28,5,0.00,0
428.679,0.00,-7.81,14.59,0.0,-10.80,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.76,1.58,2449,5.71,0.000,-5.24,5,0.00,0
428.782,0.00,-7.81,14.70,0.0,-10.67,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.72,1.58,2422,5.62,0.000,-5.24,5,0.00,0
428.886,0.00,-7.81,16.19,0.0,-10.62,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.72,1.58,2415,5.57,0.000,-5.26,5,0.00,0
428.998,0.00,-7.81,18.26,0.0,-10.60,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.63,1.56,2425,5.58,0.000,-5.26,5,0.00,0
429.101,0.00,-7.81,19.41,0.0,-10.54,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.68,1.58,2430,5.41,0.000,-5.28,5,0.00,0
429.207,0.00,-7.81,20.33,0.0,-10.36,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.55,1.56,2396,5.24,0.000,-5.28,5,0.00,0
429.311,0.00,-7.81,20.33,0.0,-10.27,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.47,1.56,2372,5.22,0.000,-5.28,5,0.00,0
429.426,0.00,-7.81,20.33,0.0,-10.25,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.55,1.56,2373,5.22,0.000,-5.28,5,0.00,0
429.528,0.00,-7.81,20.33,0.0,-10.20,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.63,1.56,2364,5.19,0.000,-5.28,5,0.00,0
429.632,0.00,-7.81,20.33,0.0,-10.20,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.51,1.56,2332,5.18,0.000,-5.24,5,0.00,0
429.736,0.00,-7.81,20.33,0.0,-10.21,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.47,1.56,2318,5.22,0.000,-5.22,5,0.00,0
429.851,0.00,-7.81,20.33,0.0,-10.24,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.36,1.56,2299,5.25,0.000,-5.20,5,0.00,0
429.950,0.00,-7.81,20.33,0.0,-10.24,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.13,1.54,2280,5.30,0.000,-5.22,5,0.00,0
430.064,0.00,-7.81,20.33,0.0,-10.24,0.19,183,1.000,0.00,0.00,24.00,0.00,66,7.17,1.54,2258,5.33,0.000,-5.18,5,0.00,0
430.170,0.00,-7.81,20.33,0.0,-10.25,0.19,183,1.000,0.00,0.00,24.00,0.00,66,7.17,1.54,2234,5.34,0.000,-5.16,5,0.00,0
430.274,0.00,-7.81,20.33,0.0,-10.26,0.20,183,1.000,0.00,0.00,24.00,0.00,66,7.21,1.54,2208,5.39,0.000,-5.16,5,0.00,0
430.379,0.00,-7.81,20.33,0.0,-10.28,0.19,183,1.000,0.00,0.00,24.00,0.00,66,7.09,1.54,2183,5.43,0.000,-5.12,5,0.00,0
430.483,0.00,-7.81,20.33,0.0,-10.31,0.19,183,1.000,0.00,0.00,24.00,0.00,66,7.09,1.54,2152,5.46,0.000,-5.09,5,0.00,0
430.596,0.00,-7.81,20.33,0.0,-10.32,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.94,1.52,2142,5.47,0.000,-5.07,5,0.00,0
430.697,0.00,-7.81,20.33,0.0,-10.35,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.72,1.52,2113,5.55,0.000,-5.05,5,0.00,0
430.800,0.00,-7.81,20.33,0.0,-10.35,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.79,1.52,2071,5.57,0.000,-5.01,5,0.00,0
430.914,0.00,-7.81,20.33,0.0,-10.33,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.79,1.52,2039,5.59,0.000,-5.01,5,0.00,0
431.025,0.00,-7.81,20.33,0.0,-10.33,0.20,183,1.000,0.00,0.00,24.00,0.00,66,6.68,1.50,2024,5.62,0.000,-4.97,5,0.00,0
431.129,0.00,-7.81,20.33,0.0,-10.38,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.27,1.48,1982,5.65,0.000,-4.93,5,0.00,0
431.233,0.00,-7.81,20.33,0.0,-10.38,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.24,1.48,1969,5.63,0.000,-4.97,5,0.00,0
431.336,0.00,-7.81,20.33,0.0,-10.35,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.49,1.50,1930,5.53,0.000,-5.01,5,0.00,0
431.440,0.00,-7.81,20.33,0.0,-10.29,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.34,1.48,1926,5.47,0.000,-5.05,5,0.00,0
431.550,0.00,-7.81,20.33,0.0,-10.27,0.20,183,1.000,0.00,0.00,24.00,0.00,66,6.27,1.48,1913,5.42,0.000,-5.07,4,0.00,0
431.655,0.00,-7.81,20.33,0.0,-10.35,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.24,1.48,1886,5.44,0.000,-5.09,4,0.00,0
431.759,0.00,-7.81,20.33,0.0,-10.32,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.14,1.48,1887,5.43,0.000,-5.12,4,0.00,0
431.869,0.00,-7.81,20.33,0.0,-10.34,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.24,1.48,1863,5.41,0.000,-5.12,4,0.00,0
431.974,0.00,-7.81,20.33,0.0,-10.36,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.20,1.48,1854,5.42,0.000,-5.16,4,0.00,0
432.084,0.00,-7.81,20.33,0.0,-10.36,0.19,183,1.000,0.00,0.00,24.00,0.00,66,6.14,1.46,1854,5.42,0.000,-5.18,4,0.00,0
432.192,0.00,-7.81,20.33,0.0,-10.37,0.20,183,1.000,0.00,0.00,24.00,0.00,66,6.14,1.48,1836,5.39,0.000,-5.18,4,0.00,0
432.296,0.00,-7.81,20.33,0.0,-10.39,0.20,183,1.000,0.00,0.00,24.00,0.00,66,6.01,1.46,1803,5.36,0.000,-5.22,4,0.00,0
432.408,0.00,-7.81,20.33,0.0,-10.37,0.20,183,1.000,0.00,0.00,24.00,0.00,66,6.01,1.46,1789,5.35,0.000,-5.24,4,0.00,0
432.513,0.00,-7.81,20.33,0.0,-10.40,0.20,183,1.000,0.00,0.00,23.50,0.00,66,6.01,1.46,1785,5.33,0.000,-5.28,4,0.00,0
432.614,0.00,-7.81,20.33,0.0,-10.40,0.20,183,1.000,0.00,0.00,23.00,0.00,66,6.01,1.46,1774,5.28,0.000,-5.34,4,0.00,0
432.719,0.00,-7.81,20.33,0.0,-10.39,0.20,183,1.000,0.00,0.00,23.00,0.00,66,5.91,1.46,1761,5.24,0.000,-5.38,4,0.00,0
432.833,0.00,-7.81,20.33,0.0,-10.39,0.20,183,1.000,0.00,0.00,22.50,0.00,66,5.88,1.46,1745,5.25,0.000,-5.38,4,0.00,0
432.934,0.00,-7.81,20.33,0.0,-10.40,0.20,183,1.000,0.00,0.00,22.50,0.00,66,5.78,1.46,1733,5.24,0.000,-5.36,4,0.00,0
433.039,0.00,-7.81,20.33,0.0,-10.41,0.20,183,1.000,0.00,0.00,22.50,0.00,66,5.82,1.44,1710,5.23,0.000,-5.41,4,0.00,0
433.152,0.00,-7.81,20.33,0.0,-10.41,0.20,183,1.000,0.00,0.00,22.50,0.00,66,5.88,1.46,1708,5.24,0.000,-5.43,4,0.00,0
433.256,0.00,-7.81,20.33,0.0,-10.44,0.20,183,1.000,0.00,0.00,22.50,0.00,66,5.82,1.44,1706,5.23,0.000,-5.43,4,0.00,0
433.361,0.00,-7.81,20.33,0.0,-10.45,0.20,183,1.000,0.00,0.00,22.00,0.00,66,5.82,1.44,1694,5.22,0.000,-5.45,4,0.00,0
433.475,0.00,-7.81,20.33,0.0,-10.47,0.20,183,1.000,0.00,0.00,22.00,0.00,66,5.62,1.44,1677,5.19,0.000,-5.45,4,0.00,0
433.579,0.00,-7.81,20.33,0.0,-10.46,0.20,183,1.000,0.00,0.00,21.50,0.00,66,5.62,1.44,1665,5.23,0.000,-5.45,4,0.00,0
433.684,0.00,-7.81,20.33,0.0,-10.48,0.20,183,1.000,0.00,0.00,21.50,0.00,66,5.65,1.44,1661,5.25,0.000,-5.47,4,0.00,0
433.786,0.00,-7.81,20.33,0.0,-10.50,0.20,183,1.000,0.00,0.00,21.50,0.00,66,5.69,1.44,1659,5.21,0.000,-5.51,4,0.00,0
433.896,0.00,-7.81,20.33,0.0,-10.48,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.65,1.44,1666,5.19,0.000,-5.51,4,0.00,0
433.998,0.00,-7.81,20.33,0.0,-10.46,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.56,1.44,1656,5.15,0.000,-5.53,4,0.00,0
434.104,0.00,-7.81,20.33,0.0,-10.47,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.65,1.44,1652,5.18,0.000,-5.53,4,0.00,0
434.217,0.00,-7.81,20.33,0.0,-10.49,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1656,5.19,0.000,-5.53,4,0.00,0
434.321,0.00,-7.81,20.33,0.0,-10.50,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1662,5.18,0.000,-5.55,4,0.00,0
434.425,0.00,-7.81,20.33,0.0,-10.50,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1660,5.20,0.000,-5.55,4,0.00,0
434.537,0.00,-7.81,20.33,0.0,-10.50,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1655,5.17,0.000,-5.51,4,0.00,0
434.638,0.00,-7.81,20.33,0.0,-10.50,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1641,5.19,0.000,-5.53,4,0.00,0
434.748,0.00,-7.81,20.33,0.0,-10.51,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.59,1.44,1645,5.21,0.000,-5.53,4,0.00,0
434.850,0.00,-7.81,20.33,0.0,-10.50,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1645,5.21,0.000,-5.55,4,0.00,0
434.964,0.00,-7.81,20.33,0.0,-10.51,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1642,5.21,0.000,-5.53,4,0.00,0
435.065,0.00,-7.81,20.33,0.0,-10.51,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.56,1.42,1641,5.18,0.000,-5.53,4,0.00,0
435.170,0.00,-7.81,20.33,0.0,-10.51,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.56,1.42,1644,5.23,0.000,-5.55,4,0.00,0
435.285,0.00,-7.81,20.33,0.0,-10.49,0.20,183,1.000,0.00,0.00,21.00,0.00,66,5.62,1.44,1633,5.17,0.000,-5.55,4,0.00,0
435.386,0.00,-7.81,20.33,0.0,-10.41,0.20,183,1.000,0.00,0.00,20.50,0.00,66,5.59,1.44,1626,5.06,0.000,-5.57,4,0.00,0
435.495,0.00,-7.81,20.33,0.0,-10.41,0.20,183,1.000,0.00,0.00,20.00,0.00,66,5.62,1.44,1607,5.03,0.000,-5.57,4,0.00,0
435.599,0.00,-7.81,20.33,0.0,-10.41,0.20,183,1.000,0.00,0.00,20.00,0.00,66,5.56,1.42,1584,5.04,0.000,-5.61,4,0.00,0
435.700,0.00,-7.81,20.33,0.0,-10.44,0.20,183,1.000,0.00,0.00,20.00,0.00,66,5.43,1.42,1554,5.11,0.000,-5.59,4,0.00,0
435.809,0.00,-7.03,20.33,0.0,-10.47,0.21,183,1.000,0.00,0.00,19.00,0.00,66,5.30,1.40,1440,5.31,0.000,-5.51,4,0.00,0
435.917,0.00,-7.03,20.33,0.0,-10.46,0.21,183,1.000,0.00,0.00,17.50,0.00,66,5.62,1.44,1325,5.45,0.000,-5.24,4,0.00,0
436.027,0.00,-7.81,20.33,0.0,-10.29,0.24,183,1.000,0.00,0.00,17.00,0.00,66,5.98,1.46,1178,5.51,0.000,-5.10,4,0.00,0
436.133,0.00,-7.81,20.33,0.0,-10.07,0.26,183,1.000,0.00,0.00,17.00,2.04,66,5.75,1.44,1030,5.60,0.000,-4.76,4,0.00,0
436.237,0.00,-7.81,20.33,0.0,-9.76,0.29,183,1.000,0.00,0.00,17.00,2.04,66,5.72,1.44,1062,5.37,0.000,-4.52,4,0.00,0
436.347,0.00,-7.81,20.33,0.0,-9.65,0.30,183,1.000,0.00,0.00,17.00,2.08,66,5.49,1.42,1084,5.27,0.000,-4.60,4,0.00,0
436.451,0.00,-7.81,20.33,0.0,-9.81,0.29,183,1.000,0.00,0.00,17.00,2.09,66,4.99,1.38,1091,5.51,0.000,-4.64,4,0.00,0
436.555,0.00,-7.03,20.33,0.0,-9.97,0.28,183,1.000,0.00,0.00,17.00,2.07,66,4.54,1.36,1080,5.56,0.000,-4.64,4,0.00,0
436.669,0.00,-7.03,20.33,0.0,-10.14,0.27,183,1.000,0.00,0.00,17.00,2.06,66,4.62,1.36,1059,5.79,0.000,-4.60,4,0.00,0
436.775,0.00,-7.03,20.33,0.0,-10.15,0.27,183,1.000,0.00,0.00,17.00,2.01,66,4.68,1.36,1046,5.82,0.000,-4.54,4,0.00,0
436.878,0.00,-7.03,18.49,0.0,-10.10,0.27,183,1.000,0.00,0.00,17.00,1.96,66,4.68,1.36,1022,5.84,0.000,-4.49,4,0.00,0
436.980,0.00,-6.25,15.73,0.0,-10.08,0.27,183,1.000,0.00,0.00,15.50,1.90,66,4.62,1.34,992,5.91,0.000,-4.41,4,0.00,0
437.097,-0.78,-6.25,14.01,0.0,-10.06,0.28,183,1.000,0.00,0.00,15.50,1.66,66,4.62,1.36,970,5.94,0.000,-4.33,4,0.00,0
437.201,-1.56,-6.25,13.67,0.0,-10.01,0.28,183,1.000,0.00,0.00,15.50,1.62,66,4.62,1.34,950,5.97,0.000,-4.27,4,0.00,0
437.304,-2.34,-6.25,13.67,0.0,-9.98,0.29,183,1.000,0.00,0.00,15.50,1.54,66,4.57,1.34,893,6.05,0.000,-4.22,4,0.00,0
437.415,-3.12,-6.25,13.78,0.0,-9.91,0.30,183,1.000,0.00,0.00,15.50,1.44,66,4.51,1.34,842,6.11,0.000,-4.04,4,0.00,0
437.518,-3.12,-6.25,13.90,0.0,-9.80,0.31,183,1.000,0.00,0.00,15.50,1.38,66,4.48,1.34,806,6.06,0.000,-3.96,4,0.00,0
437.628,-3.12,-5.47,14.24,2.7,-9.63,0.32,183,1.000,0.00,0.00,15.50,1.51,66,4.48,1.34,789,5.94,0.000,-3.89,15,0.00,0
437.737,-2.34,-5.47,14.59,89.8,-7.17,0.39,183,1.000,0.00,0.00,21.00,3.21,66,37.14,2.10,752,0.83,0.140,0.33,100,0.00,0
437.838,-1.56,-7.81,14.93,100.0,-0.18,1.09,183,1.000,0.00,0.00,11.00,4.22,66,17.05,1.96,861,0.62,0.400,0.33,100,0.00,0
437.948,2.34,-7.81,16.31,85.5,-0.10,1.09,183,1.000,0.00,0.00,19.50,7.36,66,25.50,2.26,1476,1.95,0.680,0.83,100,0.00,0
438.051,6.25,-7.03,16.31,0.0,-0.16,1.13,183,1.000,0.00,0.00,8.00,11.74,66,34.87,2.32,2038,-4.30,0.940,-0.81,10,0.00,0
438.161,7.03,-7.03,15.04,0.0,-4.26,0.83,183,1.000,0.00,0.00,23.00,7.14,66,8.73,1.62,2436,-0.02,1.000,-5.18,5,0.00,0
438.264,1.56,-7.81,13.67,0.0,-8.73,0.40,183,1.000,0.00,0.00,23.50,0.00,66,6.34,1.48,2538,4.03,1.000,-5.22,5,0.00,0
438.375,0.00,-7.81,12.63,0.0,-10.15,0.23,183,1.000,0.00,0.00,21.00,0.00,66,5.69,1.48,2498,5.63,1.000,-5.16,5,0.00,0
438.476,0.00,-7.81,13.67,0.0,-10.67,0.19,183,1.000,0.00,0.00,18.00,0.00,66,7.39,1.56,2472,5.71,1.000,-5.18,7,0.00,0
438.587,0.00,-7.81,15.04,0.0,-10.43,0.21,183,1.000,0.00,0.00,15.50,0.00,66,8.92,1.64,2434,5.36,1.000,-5.22,7,0.00,0
438.690,0.00,-7.81,17.57,0.0,-10.53,0.23,183,1.000,0.00,0.00,13.00,0.00,66,8.57,1.62,2460,5.66,1.000,-5.22,6,0.00,0
438.804,0.00,-7.81,17.69,0.0,-10.74,0.22,183,1.000,0.00,0.00,10.00,0.00,66,8.40,1.62,2458,5.75,1.000,-5.22,6,0.00,0
438.909,0.00,-7.81,17.34,0.0,-10.76,0.22,183,1.000,0.00,0.00,7.50,0.00,66,8.32,1.60,2416,5.77,1.000,-5.24,6,0.00,0
439.013,0.00,-7.81,17.23,0.0,-10.68,0.22,183,1.000,0.00,0.00,4.50,0.00,66,8.32,1.60,2431,5.59,1.000,-5.24,6,0.00,0
439.116,0.00,-7.81,17.92,0.0,-10.65,0.22,183,1.000,0.00,0.00,4.00,0.00,66,8.49,1.62,2450,5.64,1.000,-5.24,6,0.00,0
439.228,0.00,-7.81,15.27,0.4,-10.72,0.22,183,1.000,0.00,0.00,24.00,0.00,66,8.44,1.62,2466,5.75,1.000,-5.24,7,0.00,0
439.331,0.00,-7.81,15.39,2.4,-10.76,0.22,183,1.000,0.00,0.00,28.00,4.34,66,9.18,1.68,2573,5.77,1.000,-5.16,8,0.00,0
