Time (sec),A/F Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.2.0-11034][USDM 2004 Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
400.255,14.47,-8.37,0.39,0.00,0.00,6,41.00,22.23,41.52,3406,0.00,3.97,-6.13,11,34.12,34.42,0
400.328,14.59,-8.33,0.39,0.00,0.00,6,41.00,22.50,41.52,3429,0.00,4.11,-6.07,11,34.51,34.21,0
400.396,14.70,-8.35,0.39,0.00,0.00,6,40.50,22.23,41.52,3395,0.00,4.07,-6.07,11,34.12,34.21,0
400.475,14.36,-8.35,0.39,0.00,0.00,6,40.50,22.32,41.52,3392,0.00,4.21,-5.99,11,34.12,34.36,0
400.547,14.36,-8.37,0.39,0.00,0.00,6,40.50,22.42,41.52,3412,0.00,4.34,-5.98,11,34.12,34.32,0
400.625,14.47,-8.37,0.40,0.00,0.00,4,40.50,22.42,41.52,3386,0.00,4.34,-5.94,11,34.12,34.16,0
400.693,14.24,-8.31,0.40,0.00,0.00,4,40.50,22.70,41.52,3384,0.00,4.34,-5.94,11,34.12,34.26,0
400.768,14.24,-8.22,0.40,0.00,0.00,6,40.50,23.15,41.52,3402,0.00,4.02,-5.94,11,34.12,34.12,0
400.842,14.59,-8.18,0.41,0.00,0.00,6,40.50,22.97,41.52,3402,0.00,4.34,-5.80,12,34.12,34.08,0
400.905,14.59,-8.24,0.41,0.00,0.00,6,40.50,22.97,41.52,3372,0.00,4.30,-5.84,12,34.12,34.27,0
400.985,14.36,-8.24,0.40,0.00,0.00,6,40.50,22.97,41.52,3396,0.00,4.30,-5.84,12,34.12,34.22,0
401.059,14.24,-8.20,0.40,0.00,0.00,4,40.50,22.78,41.52,3370,0.00,4.39,-5.80,12,34.12,34.07,0
401.141,14.36,-8.10,0.41,0.00,0.00,6,40.50,23.72,41.52,3369,0.00,4.34,-5.70,12,34.12,34.21,0
401.198,14.47,-8.02,0.42,0.00,0.00,6,40.50,23.52,41.52,3390,0.00,4.16,-5.70,12,34.12,34.19,0
401.285,14.59,-8.04,0.42,0.00,0.00,4,40.50,23.52,41.52,3364,0.00,4.30,-5.67,12,34.12,34.04,0
401.349,14.36,-8.04,0.42,0.00,0.00,6,40.50,23.43,41.52,3358,0.00,4.39,-5.65,12,34.12,34.14,0
401.427,14.24,-8.08,0.41,0.00,0.00,6,40.50,23.05,41.52,3383,0.00,4.39,-5.53,12,34.12,34.01,0
401.494,14.24,-8.02,0.42,0.00,0.00,6,40.50,23.72,41.52,3386,0.00,4.53,-5.53,12,34.12,33.98,0
401.573,14.47,-8.02,0.42,0.00,0.00,6,40.50,23.52,41.52,3380,0.00,4.53,-5.57,12,34.12,34.12,0
401.642,14.47,-7.97,0.42,0.00,0.00,6,40.50,23.82,41.52,3377,0.00,4.48,-5.51,12,34.12,33.96,0
401.724,14.36,-7.97,0.42,0.00,0.00,6,40.50,23.52,41.52,3354,0.00,4.44,-5.53,12,33.73,33.97,0
401.788,14.47,-8.01,0.42,0.00,0.00,4,40.50,23.52,41.52,3372,0.00,4.48,-5.55,12,34.12,34.08,0
401.867,14.36,-8.01,0.42,0.00,0.00,6,40.50,23.92,41.52,3380,0.00,4.44,-5.53,12,34.12,33.97,0
401.930,14.47,-7.93,0.43,0.00,0.00,4,40.50,23.92,41.52,3344,0.00,4.39,-5.51,12,33.73,33.09,0
402.009,14.47,-7.95,0.42,0.00,0.00,6,40.50,23.62,41.52,3374,0.00,4.30,-5.51,12,34.12,33.94,0
402.088,14.36,-7.95,0.42,0.00,0.00,6,40.50,23.71,41.52,3370,0.00,4.44,-5.39,12,33.73,33.94,0
402.156,14.47,-7.85,0.43,0.00,0.00,6,40.50,24.21,41.52,3348,0.00,4.53,-5.43,12,33.73,34.10,0
402.234,14.47,-7.85,0.43,0.00,0.00,6,40.50,24.33,41.52,3369,0.00,4.48,-5.38,12,34.12,33.91,0
402.298,14.47,-7.83,0.43,0.00,0.00,6,40.50,24.21,41.52,3342,0.00,4.53,-5.38,12,33.73,33.91,0
402.376,14.36,-7.87,0.43,0.00,0.00,6,40.50,24.33,41.52,3369,0.00,4.44,-5.41,12,34.12,34.06,0
402.448,14.24,-7.85,0.43,0.00,0.00,4,40.50,24.12,41.52,3369,0.00,4.81,-5.26,12,33.73,33.92,0
402.526,14.36,-7.83,0.43,0.00,0.00,4,40.50,24.33,41.52,3332,0.00,4.86,-5.24,12,33.73,33.84,0
402.590,14.36,-7.73,0.44,0.00,0.00,6,40.50,24.72,41.52,3363,0.00,4.67,-5.30,13,34.12,34.87,0
402.670,14.47,-7.60,0.45,0.00,0.00,4,40.50,25.34,41.52,3363,0.00,4.67,-5.12,13,33.73,33.86,0
402.753,14.59,-7.58,0.45,0.00,0.00,6,40.50,25.13,41.52,3335,0.00,4.81,-5.03,13,33.73,33.96,0
402.808,14.47,-7.58,0.45,0.00,0.00,6,40.50,25.14,41.52,3352,0.00,5.00,-4.87,13,34.12,33.86,0
402.883,14.24,-7.52,0.46,0.00,0.00,6,40.50,26.15,41.52,3332,0.00,5.00,-4.66,13,33.73,33.84,0
402.960,14.36,-7.41,0.47,0.00,0.00,4,40.50,27.05,41.52,3358,0.00,5.00,-4.45,14,33.73,34.00,0
403.028,14.59,-6.92,0.50,0.00,0.00,6,40.50,29.82,41.52,3358,0.00,5.00,-3.67,15,33.73,33.84,0
403.101,14.70,-6.30,0.55,0.00,0.00,6,40.00,33.68,40.47,3338,0.00,5.00,-2.57,16,33.73,33.88,0
403.186,14.70,-5.39,0.62,0.00,0.00,4,39.00,37.35,39.41,3363,0.00,5.00,-1.62,18,34.12,34.88,0
403.249,14.81,-4.68,0.67,0.00,0.00,6,36.50,39.43,38.36,3338,0.00,5.00,-0.62,19,33.73,33.92,0
403.322,14.70,-3.91,0.74,0.00,0.00,4,35.50,42.86,37.30,3345,0.00,5.00,1.06,20,33.73,34.06,0
403.401,14.70,-3.31,0.78,0.00,0.00,6,34.50,44.97,36.25,3369,0.00,5.00,1.84,22,34.12,33.96,0
403.479,14.13,-2.73,0.83,0.00,0.00,4,34.00,47.42,35.55,3351,0.00,5.00,2.24,22,33.73,33.97,0
403.541,14.24,-2.32,0.87,0.00,0.00,4,33.00,50.69,35.20,3381,0.00,5.00,2.44,22,34.12,34.13,0
403.614,14.13,-2.01,0.90,0.00,0.00,4,34.00,52.35,35.20,3398,0.00,5.00,2.61,22,34.12,34.06,0
403.693,14.24,-1.68,0.93,0.00,0.00,4,34.00,53.71,34.84,3363,0.00,5.00,2.61,22,34.12,34.03,0
403.758,14.24,-1.47,0.95,0.00,0.00,4,34.00,54.70,34.84,3406,0.00,5.00,2.71,22,34.12,34.28,0
403.836,14.36,-1.20,0.98,0.00,0.00,4,35.00,56.23,34.49,3404,0.00,5.00,2.61,22,34.12,34.19,0
403.910,14.36,-1.08,1.00,0.00,0.00,4,35.00,56.70,34.49,3390,0.00,5.00,-0.15,18,34.12,34.33,0
403.988,14.13,-2.05,0.93,0.00,0.00,4,34.50,50.99,35.20,3392,0.00,0.93,-2.28,16,34.12,34.35,0
404.057,13.21,-3.33,0.81,0.00,0.00,4,33.50,43.08,36.95,3417,0.00,0.56,-3.50,14,34.12,34.25,0
404.134,13.09,-4.81,0.69,0.00,0.00,6,34.50,39.67,38.71,3396,0.00,0.00,-5.09,12,34.12,34.22,0
404.198,14.13,-5.92,0.59,0.00,0.00,6,38.00,28.40,40.47,3429,0.00,0.63,-5.76,11,34.12,34.42,0
404.278,14.24,-6.75,0.52,0.00,0.00,4,41.00,26.05,41.88,3429,0.00,1.02,-6.27,11,34.51,34.42,0
404.351,14.59,-7.25,0.47,0.00,0.00,6,41.00,24.53,41.88,3404,0.00,1.29,-6.48,11,34.12,34.27,0
404.430,14.81,-7.64,0.43,0.00,0.00,6,41.00,23.82,41.52,3406,0.00,1.53,-6.59,11,34.12,34.42,0
404.497,15.16,-7.85,0.41,0.00,0.00,6,41.00,22.95,41.52,3429,0.00,1.72,-6.63,11,34.51,34.30,0
404.577,15.50,-8.06,0.40,0.00,0.00,4,40.50,22.22,41.52,3434,0.00,1.95,-6.61,11,34.12,34.31,0
404.649,15.39,-8.22,0.39,0.00,0.00,4,40.50,22.15,41.88,3410,0.00,2.48,-6.65,11,34.12,34.44,0
404.715,15.04,-8.26,0.38,0.00,0.00,4,41.00,22.00,41.88,3437,0.00,2.57,-6.65,11,34.51,34.46,0
404.787,14.70,-8.28,0.38,0.00,0.00,4,41.00,21.74,41.88,3442,0.00,2.57,-6.61,11,34.51,34.34,0
404.864,14.59,-8.30,0.39,0.00,0.00,6,40.50,22.33,41.52,3412,0.00,2.57,-6.61,11,34.12,34.32,0
404.936,14.59,-8.24,0.39,0.00,0.00,6,41.00,22.45,41.52,3421,0.00,2.39,-6.65,11,34.51,34.49,0
405.009,14.47,-8.28,0.39,0.00,0.00,6,41.00,22.47,41.52,3446,0.00,2.11,-6.79,9,34.51,34.52,0
405.085,14.13,-8.86,0.36,0.00,0.00,6,40.50,18.70,41.52,3445,0.00,2.48,-7.04,7,34.51,34.33,0
405.151,13.44,-9.57,0.30,0.00,0.00,6,40.50,15.01,41.52,3414,0.00,4.30,-7.06,5,34.12,34.46,0
405.225,12.75,-10.46,0.23,0.00,0.00,6,40.50,11.67,41.17,3410,0.00,5.00,-7.08,3,34.51,34.54,0
405.304,12.86,-11.16,0.17,0.00,0.00,6,40.50,7.68,41.17,3450,0.00,5.00,-7.04,2,34.51,34.38,0
405.369,13.32,-11.39,0.13,0.00,0.00,6,40.00,6.41,41.17,3421,0.00,5.00,-7.04,1,34.51,34.38,0
405.455,14.47,-11.58,0.11,0.00,0.00,6,40.00,6.21,39.41,3423,0.00,5.00,-7.08,0,34.51,34.52,0
405.523,14.70,-11.49,0.12,0.00,0.00,6,35.50,6.64,35.20,3451,0.00,5.00,-7.10,0,0.00,34.55,0
405.603,15.50,-11.52,0.11,0.00,0.00,4,32.50,6.21,31.33,3453,0.00,5.00,-7.04,0,0.00,34.40,0
405.678,15.85,-11.47,0.11,0.00,0.00,6,28.50,6.64,26.41,3426,0.00,5.00,-7.04,0,0.00,34.40,0
405.734,16.88,-11.49,0.12,0.00,0.00,6,25.00,6.52,22.89,3420,0.00,5.00,-7.08,0,0.00,34.55,0
405.816,19.52,-11.56,0.11,0.00,0.00,6,21.00,6.05,18.32,3451,0.00,5.00,-7.04,0,0.00,34.41,0
405.884,25.15,-11.64,0.10,0.00,0.00,6,17.50,5.43,14.10,3450,0.00,5.00,-7.04,0,0.00,34.40,0
405.956,25.50,-11.81,0.09,0.00,0.00,6,13.00,4.91,11.99,3426,0.00,5.00,-7.08,0,0.00,34.53,0
406.043,25.50,-11.83,0.08,0.00,0.00,6,11.50,4.65,11.99,3451,0.00,5.00,-7.10,0,0.00,34.55,0
406.106,25.50,-11.91,0.08,0.00,0.00,4,11.50,4.21,11.99,3453,0.00,5.00,-7.06,0,0.00,34.43,0
406.183,24.00,-11.97,0.07,0.00,0.00,6,11.50,3.87,11.99,3431,0.00,5.00,-7.06,0,0.00,34.43,0
406.259,23.89,-12.05,0.07,0.00,0.00,4,11.50,3.64,11.99,3431,0.00,5.00,-7.10,0,0.00,34.57,0
406.324,24.00,-12.07,0.06,0.00,0.00,6,11.50,3.67,11.99,3453,0.00,5.00,-7.10,0,0.00,34.57,0
406.391,24.35,-12.09,0.06,0.00,0.00,6,11.50,3.59,11.99,3454,0.00,5.00,-7.06,0,0.00,34.44,0
406.474,24.00,-12.12,0.06,0.00,0.00,6,11.50,3.51,11.99,3432,0.00,5.00,-7.06,0,0.00,34.47,0
406.538,24.46,-12.16,0.06,0.00,0.00,6,11.50,3.41,11.99,3438,0.00,5.00,-7.12,0,0.00,34.61,0
406.615,24.12,-12.14,0.06,0.00,0.00,6,11.50,3.67,11.99,3461,0.00,5.00,-7.12,0,0.00,34.61,0
406.687,23.77,-12.18,0.06,0.00,0.00,6,11.50,3.51,11.99,3437,0.00,5.00,-7.06,0,0.00,34.46,0
406.764,23.66,-12.20,0.06,0.00,0.00,6,11.50,3.34,11.99,3432,0.00,5.00,-7.06,0,0.00,34.44,0
406.836,23.66,-12.30,0.05,0.00,0.00,6,11.50,3.80,11.99,3440,0.00,5.00,-7.12,0,0.00,34.62,0
406.911,24.00,-11.56,0.11,0.00,0.00,6,11.50,7.00,11.99,3467,0.00,5.00,-7.12,0,0.00,34.64,0
406.978,24.00,-11.95,0.09,0.00,0.00,6,11.50,4.29,11.99,3461,0.00,5.00,-7.06,0,0.00,34.50,0
407.057,23.66,-12.10,0.07,0.00,0.00,6,11.50,3.49,11.99,3443,0.00,5.00,-7.12,0,0.00,34.63,0
407.136,24.00,-12.14,0.06,0.00,0.00,6,11.50,3.31,14.45,3440,0.00,5.00,-7.12,2,0.00,34.64,0
407.207,24.00,-11.93,0.07,0.00,0.00,6,14.50,4.35,22.19,3467,0.00,5.00,-7.12,3,20.00,34.64,0
407.269,24.00,-11.68,0.09,0.00,0.00,6,21.00,6.96,31.33,3446,0.00,5.00,-7.08,4,24.71,34.52,0
407.353,23.77,-11.62,0.12,0.00,0.00,6,37.00,7.94,39.06,3448,0.00,5.00,-7.08,5,29.80,34.53,0
407.425,23.43,-11.25,0.15,0.00,0.00,6,40.50,10.09,41.52,3482,0.00,5.00,-7.14,7,34.51,34.73,0
407.493,22.28,-10.85,0.18,0.00,0.00,6,41.00,12.60,41.52,3477,0.00,5.00,-7.14,7,34.51,34.70,0
407.569,18.95,-10.62,0.21,0.00,0.00,6,40.50,13.16,41.88,3480,0.00,5.00,-7.10,7,34.51,34.61,0
407.643,17.00,-10.52,0.23,0.00,0.00,4,40.50,13.60,41.88,3461,0.00,5.00,-7.14,8,34.51,34.69,0
407.717,15.62,-10.36,0.24,0.00,0.00,6,41.00,14.03,41.52,3453,0.00,5.00,-7.15,9,34.51,34.78,0
407.784,15.27,-10.06,0.25,0.00,0.00,6,41.00,14.89,41.52,3490,0.00,5.00,-7.00,11,34.90,34.77,0
407.857,15.27,-9.42,0.30,0.00,0.00,6,41.00,16.63,41.88,3496,0.00,5.00,-5.45,13,34.90,34.68,0
407.937,16.19,-8.68,0.36,0.00,0.00,6,41.00,24.48,42.23,3480,0.00,5.00,-4.72,14,34.51,34.72,0
408.000,15.85,-7.93,0.42,0.00,0.00,4,41.50,28.26,42.23,3478,0.00,5.00,-3.19,16,34.51,34.71,0
408.086,16.08,-6.96,0.50,0.00,0.00,4,41.50,32.54,41.88,3524,0.00,5.00,-2.11,18,34.90,34.98,0
408.149,16.19,-5.82,0.58,0.00,0.00,4,40.00,37.64,39.77,3538,0.00,5.00,-0.08,21,34.90,35.06,0
408.238,14.24,-4.58,0.67,0.00,0.00,4,36.50,43.46,38.01,3529,0.00,5.00,1.62,22,34.90,35.92,0
408.294,14.13,-3.75,0.75,0.00,0.00,4,35.50,46.16,36.95,3546,0.00,5.00,3.11,23,34.90,34.91,0
408.374,13.78,-3.07,0.81,0.00,0.00,4,34.00,48.59,35.90,3512,0.00,5.00,4.41,25,34.90,35.12,0
408.447,12.98,-2.36,0.87,0.00,0.00,4,33.50,52.64,35.20,3538,0.00,5.00,5.43,27,34.90,35.60,0
408.515,12.98,-1.55,0.95,0.00,0.00,6,33.50,58.48,34.84,3554,0.00,5.00,6.34,29,35.69,35.97,0
408.588,12.75,-0.75,1.02,0.00,0.00,6,33.50,65.28,30.98,3592,0.00,5.00,7.95,32,36.08,36.60,0
408.660,13.09,0.19,1.10,0.00,0.00,4,30.00,69.76,24.30,3599,0.00,5.00,8.30,33,36.86,36.88,0
408.744,12.86,0.83,1.17,0.00,0.00,4,27.00,73.03,20.43,3606,0.00,5.00,8.41,33,36.86,36.97,0
408.808,13.32,1.55,1.23,0.00,0.00,6,25.50,76.18,18.32,3621,0.00,5.00,8.51,33,36.86,37.05,0
408.886,13.90,2.32,1.30,0.00,0.00,4,23.50,80.34,16.56,3625,0.00,5.00,8.55,34,36.86,37.11,0
408.954,13.90,3.06,1.35,0.00,0.00,4,22.00,84.11,15.51,3642,0.00,5.00,8.72,34,37.25,37.17,0
409.038,14.01,3.96,1.42,0.00,0.00,4,21.00,87.73,14.80,3650,0.00,5.00,8.76,34,37.25,37.20,0
409.104,14.01,4.89,1.50,0.00,0.00,6,20.00,93.33,13.05,3662,0.00,5.00,8.86,35,37.25,37.25,0
409.177,13.44,5.78,1.58,0.00,0.00,6,19.00,98.39,11.99,3691,0.00,5.00,8.86,35,37.25,37.25,0
409.245,11.25,6.77,1.66,-2.11,0.00,4,15.50,107.98,11.64,3692,0.00,3.41,8.89,35,37.25,37.28,0
409.318,11.25,7.64,1.74,-2.11,0.00,4,14.50,113.28,10.94,3712,0.00,1.84,8.93,35,37.25,37.32,0
409.405,11.25,8.37,1.81,-2.11,-1.05,4,13.00,117.07,10.23,3716,0.00,1.04,8.93,35,37.25,37.32,0
409.464,11.25,9.01,1.86,-2.11,-1.05,4,13.00,120.00,10.23,3733,0.00,0.00,8.93,35,37.25,37.34,0
409.543,11.25,9.57,1.89,-2.11,-1.05,6,13.00,120.63,10.23,3746,0.00,0.00,8.97,35,37.25,37.34,0
409.617,11.25,9.77,1.89,-2.11,-1.05,4,13.00,120.31,10.23,3744,0.00,-0.48,8.97,35,36.86,37.34,0
409.695,11.25,9.86,1.90,-2.11,-1.05,6,13.00,122.18,10.23,3737,-0.78,-0.79,8.97,35,36.47,37.34,0
409.757,11.25,9.84,1.88,0.00,-1.05,6,15.00,122.61,10.23,3754,0.00,-0.73,8.97,35,34.90,37.34,0
409.849,11.25,9.71,1.85,0.00,-1.05,6,15.00,118.51,10.23,3761,0.00,-0.58,8.97,35,34.12,37.34,0
409.911,11.25,9.49,1.84,0.00,-1.05,4,15.00,118.25,10.23,3780,0.00,-0.35,8.97,35,33.33,37.34,0
409.975,11.25,9.38,1.84,0.00,-1.05,4,15.50,121.25,10.23,3805,0.00,-0.24,8.97,35,32.94,37.34,0
410.054,11.25,9.46,1.86,0.00,-1.05,4,15.50,122.80,10.23,3809,0.00,-0.24,8.97,35,32.55,37.34,0
410.129,11.25,9.55,1.87,0.00,-1.05,6,15.50,121.87,10.23,3828,0.00,-0.28,8.97,35,32.55,37.34,0
410.197,11.25,9.53,1.87,0.00,-1.05,6,15.00,123.12,10.59,3794,0.00,-0.28,8.97,35,32.16,37.34,0
410.276,11.25,9.73,1.87,0.00,-1.05,6,15.50,124.67,10.59,3818,0.00,-0.38,8.97,35,31.76,37.34,0
410.355,11.25,9.65,1.86,0.00,-1.05,6,15.00,124.36,10.23,3820,0.00,-0.24,9.03,35,31.37,37.37,0
410.417,11.25,9.51,1.85,0.00,-1.05,4,15.00,123.05,10.23,3852,0.00,-0.18,9.03,35,31.37,37.37,0
410.503,11.25,9.38,1.86,0.00,-1.05,6,15.00,125.92,10.23,3860,0.00,-0.11,9.03,35,30.98,37.37,0
410.566,11.25,9.42,1.88,0.00,-1.05,4,15.00,125.61,9.88,3840,0.00,-0.24,9.03,35,30.59,37.37,0
410.645,11.25,9.61,1.89,0.00,-1.05,4,15.00,125.29,10.23,3848,0.00,-0.38,9.03,35,30.20,37.37,0
410.708,11.25,9.65,1.89,0.00,-1.05,6,15.00,124.67,10.23,3876,0.00,-0.35,9.03,35,30.20,37.37,0
410.795,11.25,9.61,1.89,0.00,-1.05,4,15.00,124.98,10.59,3888,0.00,-0.28,9.03,35,29.80,37.37,0
410.863,11.25,9.59,1.88,0.00,-1.05,4,15.50,126.54,10.59,3862,0.00,-0.21,9.03,35,29.41,37.37,0
410.931,11.25,9.55,1.88,0.00,-1.05,6,15.00,125.92,10.59,3860,0.00,0.00,9.03,35,29.41,37.37,0
411.004,11.25,9.36,1.86,0.00,-1.05,6,15.50,125.29,10.59,3896,0.00,-0.04,9.03,35,29.41,37.37,0
411.083,11.25,9.22,1.84,0.00,-1.05,6,15.50,122.80,10.59,3908,0.00,0.00,9.03,35,29.41,37.37,0
411.151,11.25,9.18,1.85,0.00,-1.05,6,15.50,125.92,10.23,3894,0.00,0.00,9.03,35,29.41,37.37,0
411.218,11.25,9.22,1.87,0.00,-1.05,4,15.50,124.98,10.23,3874,0.00,0.00,9.03,35,29.41,37.37,0
411.296,11.25,9.36,1.87,0.00,-0.70,4,15.50,125.92,10.59,3920,0.00,0.00,9.03,35,29.41,37.37,0
411.373,11.25,9.34,1.86,0.00,-0.70,4,15.50,124.05,10.59,3894,0.00,0.00,9.03,35,29.41,37.37,0
411.438,11.25,9.32,1.86,0.00,-0.70,6,15.50,124.05,10.59,3894,0.00,0.00,9.03,35,29.41,37.37,0
411.513,11.25,9.38,1.87,0.00,-0.70,6,15.50,127.78,10.59,3926,0.00,0.00,9.03,35,29.41,37.37,0
411.588,11.25,9.24,1.85,0.00,-0.70,4,15.50,125.29,10.94,3928,0.00,0.00,9.03,35,29.41,37.37,0
411.666,11.25,9.26,1.84,0.00,-0.70,4,16.00,126.85,10.59,3910,0.00,0.00,9.03,35,29.41,37.37,0
411.745,11.25,9.11,1.85,0.00,-0.70,6,15.50,124.98,10.59,3937,0.00,-0.07,8.97,35,29.41,37.34,0
411.811,11.25,9.13,1.85,0.00,-0.70,4,15.50,127.16,10.59,3926,0.00,0.00,9.03,35,29.02,37.37,0
411.880,11.25,9.17,1.85,0.00,-0.70,4,15.50,124.98,10.59,3920,0.00,0.00,8.97,35,29.02,37.34,0
411.959,11.25,9.11,1.86,0.00,-0.70,4,16.00,126.85,10.59,3966,0.00,0.00,8.97,35,29.02,37.32,0
412.025,11.25,9.17,1.86,0.00,-0.70,6,15.50,125.92,10.94,3943,0.00,0.00,8.93,33,29.02,37.91,0
412.100,11.25,8.66,1.83,0.00,-0.70,4,16.00,126.54,11.64,3920,0.00,-0.38,5.16,26,29.02,35.73,0
412.176,11.25,6.28,1.63,0.00,0.00,6,17.50,107.48,14.80,3972,0.00,-4.04,2.51,21,26.67,35.43,0
412.245,11.25,3.27,1.40,0.00,0.00,4,21.00,90.53,19.73,3962,0.00,-5.03,-2.03,15,22.75,35.43,0
412.324,11.71,-0.27,1.09,0.00,0.00,6,34.00,54.07,34.49,3926,0.00,-5.03,-5.99,10,17.65,35.43,0
412.390,12.06,-3.67,0.80,0.00,0.00,6,37.50,39.40,40.47,3941,0.00,-5.03,-8.01,6,12.55,35.43,0
412.473,13.09,-5.51,0.60,0.00,0.00,4,39.00,29.26,42.23,3912,0.00,-3.55,-8.01,3,3.92,35.43,0
412.540,14.01,-7.43,0.43,0.00,0.00,6,40.00,22.58,42.58,3906,0.00,-0.67,-7.93,2,3.53,35.43,0
412.620,14.47,-8.37,0.35,0.00,0.00,6,40.00,20.15,42.58,3916,0.62,0.56,-7.91,1,4.71,35.43,0
412.702,14.81,-8.95,0.31,0.00,0.00,6,41.50,18.52,40.12,3904,0.00,1.40,-7.91,0,5.88,35.43,0
412.765,15.27,-9.26,0.28,0.00,0.00,6,39.00,17.70,35.55,3854,0.00,2.39,-7.83,0,0.00,35.43,0
412.844,16.19,-9.61,0.26,0.00,0.00,6,34.50,16.68,31.68,3858,0.00,2.85,-7.81,0,0.00,35.43,0
412.913,18.15,-9.77,0.25,0.00,0.00,6,31.50,15.43,27.11,3876,0.00,3.37,-7.87,0,0.00,35.43,0
412.990,25.50,-10.02,0.24,0.00,0.00,6,23.00,14.62,22.89,3838,0.00,3.83,-7.79,0,0.00,35.43,0
413.059,25.50,-10.00,0.23,0.00,0.00,6,20.00,14.62,18.32,3826,0.00,3.74,-7.83,0,0.00,35.43,0
413.126,25.50,-10.29,0.23,0.00,0.00,6,15.50,14.19,13.75,3811,0.00,4.62,-7.75,0,0.00,35.43,0
413.207,25.50,-10.35,0.21,0.00,0.00,6,12.00,13.10,11.99,3796,0.00,4.86,-7.72,0,0.00,35.43,0
413.274,24.46,-10.38,0.20,0.00,0.00,6,11.50,12.66,11.99,3813,0.00,5.00,-7.70,0,0.00,35.43,0
413.353,24.35,-10.54,0.19,0.00,0.00,4,11.50,11.99,11.99,3794,0.00,5.00,-7.70,0,0.00,35.43,0
413.429,23.89,-10.64,0.19,0.00,0.00,4,11.50,11.67,11.99,3790,0.00,5.00,-7.68,0,0.00,35.43,0
413.494,24.00,-10.77,0.18,0.00,0.00,4,11.50,10.73,11.99,3752,0.00,5.00,-7.70,0,0.00,35.43,0
413.572,24.00,-10.93,0.17,0.00,0.00,4,11.50,10.43,11.99,3737,0.00,5.00,-7.60,0,0.00,35.43,0
413.637,23.89,-11.02,0.16,0.00,0.00,4,11.50,9.86,11.99,3726,0.00,5.00,-7.58,0,0.00,35.43,0
413.714,24.58,-11.12,0.16,0.00,0.00,4,11.50,9.23,11.99,3712,0.00,5.00,-7.56,0,0.00,35.43,0
413.784,24.23,-11.22,0.15,0.00,0.00,4,11.50,8.83,11.99,3705,0.00,5.00,-7.54,0,0.00,35.43,0
413.864,24.23,-11.35,0.14,0.00,0.00,6,11.50,8.19,11.99,3731,0.00,5.00,-7.54,0,0.00,35.43,0
413.941,24.35,-11.45,0.13,0.00,0.00,6,11.50,7.77,11.99,3722,0.00,5.00,-7.50,0,0.00,35.43,0
414.008,24.35,-11.54,0.12,0.00,0.00,4,11.50,7.27,11.99,3709,0.00,5.00,-7.48,0,0.00,35.43,0
414.087,24.12,-11.78,0.11,0.00,0.00,6,11.50,6.88,11.99,3704,0.00,5.00,-7.52,0,0.00,35.43,0
414.156,24.35,-11.16,0.13,0.00,0.00,6,11.50,3.67,11.99,3687,0.00,5.00,-7.50,0,0.00,35.43,0
414.235,23.77,-11.58,0.13,0.00,0.00,6,11.50,6.52,11.99,3676,0.00,5.00,-7.48,0,0.00,35.43,0
414.297,24.00,-11.70,0.11,0.00,0.00,4,11.50,6.05,11.99,3671,0.00,5.00,-7.48,0,0.00,35.43,0
414.375,23.89,-11.76,0.10,0.00,0.00,4,11.50,5.90,11.99,3664,0.00,5.00,-7.46,0,0.00,35.43,0
414.454,23.89,-11.81,0.10,0.00,0.00,6,11.50,5.93,11.99,3656,0.00,5.00,-7.44,0,0.00,35.43,0
414.518,24.23,-11.81,0.10,0.00,0.00,6,11.50,5.93,11.99,3648,0.00,5.00,-7.37,0,0.00,35.43,0
414.597,24.23,-11.80,0.10,0.00,0.00,6,11.50,5.90,11.99,3640,0.00,5.00,-7.35,0,0.00,35.43,0
414.663,23.77,-11.83,0.10,0.00,0.00,4,11.50,5.83,11.99,3632,0.00,5.00,-7.35,0,0.00,35.43,0
414.748,23.77,-11.85,0.09,0.00,0.00,4,11.50,5.74,11.99,3599,0.00,5.00,-7.33,0,0.00,35.42,0
414.807,23.89,-11.85,0.09,0.00,0.00,4,11.50,5.71,11.99,3586,0.00,5.00,-7.33,0,0.00,35.35,0
414.886,24.23,-11.83,0.10,0.00,0.00,6,11.50,5.71,11.99,3578,0.00,5.00,-7.31,0,0.00,35.30,0
414.954,24.12,-11.85,0.09,0.00,0.00,4,11.50,5.62,11.99,3575,0.00,5.00,-7.31,0,0.00,35.28,0
415.039,23.77,-11.85,0.09,0.00,0.00,6,11.50,5.50,11.99,3563,0.00,5.00,-7.33,0,0.00,35.38,0
415.105,23.77,-11.85,0.09,0.00,0.00,6,11.50,5.47,11.99,3554,0.00,5.00,-7.33,0,0.00,35.30,0
415.184,23.77,-11.93,0.09,0.00,0.00,4,11.50,5.28,11.99,3578,0.00,5.00,-7.31,0,0.00,35.25,0
